area_sqft,bedrooms,bathrooms,floors,house_age,city_distance_km,location_type,parking,price
1984,2,1.4,3,26,1.1,Suburban,No,30897933.0
866,2,1.0,2,29,12.0,Urban,Yes,14683906.0
3581,4,2.5,2,19,21.0,Rural,Yes,53216312.0
1234,2,1.9,1,25,16.5,Suburban,No,18658730.0
2005,3,1.0,2,21,11.3,Suburban,No,31146677.0
4420,6,3.3,2,13,34.7,Urban,No,66665162.0
2867,4,2.1,3,14,32.9,Suburban,Yes,43352490.0
2334,3,1.9,3,40,5.3,Suburban,Yes,35360076.0
2672,3,1.8,1,30,15.1,Urban,Yes,41654359.0
3636,5,3.9,2,4,23.1,Rural,Yes,54454570.0
1517,1,1.1,3,43,25.9,Urban,No,23156978.0
3045,5,3.5,2,32,13.5,Urban,Yes,48821286.0
3990,5,3.3,2,2,26.4,Urban,Yes,62733245.0
2789,5,3.4,3,32,5.2,Suburban,No,42815442.0
2286,3,1.5,2,26,12.3,Suburban,No,35088684.0
1080,1,1.1,3,41,25.4,Rural,Yes,14984163.0
1493,2,1.0,2,22,22.3,Urban,No,23072989.0
4284,7,5.0,1,23,29.5,Rural,Yes,64549939.0
2665,4,3.2,2,14,2.6,Suburban,Yes,42766031.0
1705,2,1.4,3,14,6.9,Urban,Yes,28426546.0
2173,4,2.5,2,27,2.6,Urban,No,34815487.0
2812,3,2.2,3,37,7.5,Urban,No,44048265.0
2650,4,1.2,1,40,1.1,Rural,Yes,38853131.0
3299,7,4.7,3,34,18.1,Urban,Yes,52266474.0
1529,2,1.2,1,27,19.0,Suburban,Yes,23083749.0
3096,5,3.2,3,22,23.4,Suburban,Yes,47916444.0
2270,4,3.0,2,15,14.1,Rural,No,34591527.0
4262,7,4.5,3,34,1.1,Suburban,Yes,66275138.0
1131,1,1.0,3,14,23.9,Suburban,No,17383076.0
1093,1,1.0,3,12,2.8,Urban,Yes,19108983.0
2346,4,2.6,3,39,30.4,Rural,Yes,35161259.0
2533,3,2.0,2,26,1.8,Urban,Yes,40404099.0
3263,6,4.0,3,15,19.0,Urban,No,51587542.0
2116,3,2.5,1,38,31.4,Rural,Yes,31045987.0
4154,5,2.7,1,43,20.5,Urban,Yes,63599756.0
2396,3,2.0,2,14,21.7,Urban,Yes,37576388.0
1017,1,1.3,3,23,24.2,Suburban,No,15601369.0
976,1,1.0,3,21,5.2,Urban,No,17240458.0
4393,7,4.6,2,31,23.9,Urban,No,67254458.0
1036,1,1.0,2,42,30.9,Suburban,Yes,16044316.0
4291,7,4.4,2,24,34.1,Suburban,No,64478680.0
1612,3,1.5,3,35,16.1,Suburban,Yes,25162386.0
873,1,1.0,3,26,12.7,Urban,No,14351515.0
1718,1,1.6,1,39,26.6,Suburban,Yes,26316367.0
2958,5,2.6,2,18,19.5,Suburban,Yes,45609492.0
2211,4,2.0,2,17,9.7,Urban,No,35314721.0
3642,6,3.2,3,19,6.9,Urban,No,57272363.0
2943,5,4.1,2,44,6.8,Urban,Yes,46748921.0
2103,2,1.1,3,27,16.6,Suburban,Yes,32068501.0
3038,6,3.9,2,6,6.8,Urban,No,48937601.0
4385,6,3.7,3,1,1.7,Suburban,No,66520956.0
2147,4,2.1,1,23,2.8,Rural,No,32813622.0
1113,1,1.0,3,36,32.6,Urban,Yes,17521313.0
2135,3,3.2,1,21,3.5,Suburban,Yes,34275856.0
3860,7,5.0,2,25,3.5,Urban,No,61712077.0
1370,2,1.0,3,35,16.3,Urban,No,21835931.0
4296,7,4.9,3,23,9.3,Suburban,No,66878703.0
2853,5,2.8,2,40,33.7,Urban,Yes,43593394.0
2906,4,1.7,2,28,32.0,Rural,Yes,43224304.0
1768,4,3.1,1,32,14.8,Suburban,Yes,27766786.0
4181,6,4.5,3,35,16.3,Urban,No,64196786.0
644,1,1.2,1,28,13.8,Urban,Yes,11310885.0
1694,2,1.1,1,2,2.3,Urban,Yes,28706613.0
2173,4,2.5,2,19,11.0,Rural,No,33273952.0
2409,4,3.0,1,6,5.2,Suburban,No,38699520.0
2396,2,1.5,1,22,4.5,Urban,Yes,37394070.0
1091,1,1.0,2,6,20.1,Suburban,No,17540833.0
1402,2,1.0,3,22,4.4,Suburban,Yes,22378728.0
880,1,1.0,1,15,4.5,Suburban,Yes,14702398.0
2789,3,2.5,3,0,17.3,Urban,Yes,44461407.0
1903,2,1.0,2,5,16.0,Urban,Yes,30909171.0
2763,4,2.9,1,22,5.7,Urban,No,43712933.0
2858,5,3.4,3,3,1.2,Urban,No,46117967.0
3308,6,4.3,2,38,7.6,Suburban,Yes,51980938.0
2688,4,3.0,3,34,9.0,Urban,No,43223245.0
3091,4,2.3,1,31,28.2,Urban,Yes,47132388.0
2848,4,1.8,1,7,32.1,Urban,No,43045946.0
3109,4,2.3,1,35,14.8,Urban,No,47989594.0
2966,4,3.0,2,28,14.8,Rural,Yes,44608369.0
1764,2,1.0,3,17,25.2,Suburban,Yes,27118604.0
1485,2,1.0,3,0,22.3,Urban,Yes,24846180.0
3649,5,2.3,2,23,7.3,Suburban,Yes,55966523.0
1870,3,2.8,2,35,4.7,Urban,No,30072617.0
2696,5,3.7,3,1,15.9,Rural,Yes,42107146.0
1287,1,1.0,2,2,20.2,Suburban,Yes,21022489.0
2225,3,2.4,1,17,5.7,Suburban,Yes,34962631.0
2618,4,2.9,1,23,11.0,Rural,No,38892947.0
3004,5,3.1,1,21,11.4,Suburban,Yes,46157055.0
2605,4,2.5,2,19,9.9,Suburban,No,40465353.0
1942,2,1.1,2,11,16.7,Urban,Yes,30505357.0
4347,6,5.0,2,2,23.2,Urban,Yes,67282063.0
2550,4,2.9,2,1,18.3,Suburban,Yes,40444391.0
3733,7,4.3,3,4,7.8,Suburban,Yes,59430924.0
3446,4,2.8,3,31,4.5,Suburban,Yes,52942339.0
2733,4,2.1,1,35,28.9,Suburban,No,40908847.0
4045,7,5.0,1,19,17.3,Urban,No,63286555.0
1013,1,1.0,1,3,3.1,Urban,Yes,18071389.0
4184,7,4.8,3,18,9.8,Suburban,Yes,65596537.0
3900,5,3.8,2,44,28.3,Urban,Yes,58440795.0
2514,4,2.8,3,11,26.6,Suburban,Yes,39077575.0
3433,4,2.6,2,22,30.8,Suburban,No,51707957.0
2581,2,1.3,2,24,21.5,Suburban,No,38348795.0
1575,3,1.9,1,14,15.4,Suburban,No,24750991.0
3699,5,3.0,2,19,15.5,Suburban,Yes,57148315.0
1483,2,1.1,1,21,7.6,Suburban,Yes,23436716.0
1757,2,2.0,2,21,23.1,Urban,Yes,28678864.0
2577,3,1.9,1,32,20.9,Suburban,No,39071844.0
3849,6,3.5,1,26,6.3,Suburban,Yes,59386546.0
2035,3,1.7,1,2,31.1,Urban,No,31824179.0
2476,4,3.2,3,0,13.5,Suburban,Yes,38276354.0
666,1,1.0,3,18,2.7,Rural,Yes,10808674.0
963,2,1.6,2,40,12.1,Urban,No,15408329.0
723,1,1.0,2,1,30.6,Suburban,Yes,11871853.0
788,2,1.6,3,3,32.2,Rural,Yes,12396392.0
3974,5,2.9,2,30,17.7,Rural,Yes,59810735.0
3867,6,3.8,2,20,33.5,Urban,No,60139002.0
3787,7,5.0,2,10,30.8,Suburban,Yes,58746079.0
722,2,1.7,2,9,29.1,Rural,No,11862987.0
810,1,1.0,2,29,30.2,Suburban,Yes,12427203.0
1622,2,1.0,3,23,14.0,Urban,Yes,25743403.0
2761,5,3.3,2,28,26.7,Urban,Yes,43218168.0
1836,3,2.8,2,12,20.6,Suburban,Yes,28913064.0
2450,4,1.6,1,23,25.5,Urban,No,38184457.0
1191,2,1.4,3,38,7.0,Urban,No,19299238.0
3423,5,2.6,3,14,25.9,Urban,No,53009611.0
1755,3,1.6,1,17,33.6,Suburban,No,26363832.0
766,1,1.0,1,7,11.3,Suburban,Yes,12668746.0
3470,5,3.0,3,28,34.5,Rural,Yes,52103137.0
4111,6,3.6,1,1,13.9,Suburban,No,63530295.0
558,1,1.0,3,11,7.8,Rural,Yes,9882355.0
2246,4,2.3,3,32,4.8,Rural,No,34160439.0
3808,7,3.8,3,0,27.7,Urban,Yes,60809737.0
3324,4,3.0,1,44,19.9,Suburban,Yes,49424401.0
3926,6,4.3,2,18,11.4,Urban,Yes,61181427.0
2160,3,2.4,2,17,21.7,Rural,Yes,32068389.0
1989,4,1.8,3,24,12.3,Urban,Yes,32520045.0
3336,5,3.4,1,28,16.2,Suburban,Yes,51732670.0
1114,2,1.6,1,20,30.3,Suburban,Yes,16961436.0
1457,3,1.4,1,39,23.7,Urban,Yes,22950588.0
2903,5,3.3,3,43,26.9,Suburban,Yes,44314492.0
3173,6,3.8,3,9,20.8,Urban,Yes,51054673.0
978,1,1.6,1,31,34.7,Urban,Yes,15154669.0
2533,5,4.2,1,13,9.2,Suburban,No,39818062.0
1959,3,1.1,1,44,9.9,Urban,Yes,30222272.0
2506,5,4.5,3,11,4.1,Suburban,Yes,40451525.0
4333,6,3.4,2,13,19.8,Rural,Yes,66016758.0
806,1,1.1,1,32,21.9,Urban,Yes,13318117.0
4481,7,5.0,1,35,25.7,Suburban,Yes,67872165.0
2298,4,2.1,2,5,12.4,Rural,Yes,36128465.0
3588,6,4.1,2,25,1.4,Suburban,Yes,55935854.0
2197,4,2.5,1,15,22.5,Urban,Yes,35770480.0
1743,1,1.0,3,27,35.0,Rural,Yes,25613123.0
3582,6,4.0,2,25,11.0,Urban,Yes,56612205.0
3250,5,3.8,1,44,7.3,Suburban,Yes,49316053.0
1076,1,1.0,3,42,10.6,Suburban,Yes,17875075.0
3321,4,2.5,3,29,15.5,Suburban,Yes,50993774.0
3512,6,4.4,1,30,9.5,Urban,No,54917251.0
2051,1,1.0,1,40,12.8,Urban,Yes,31912158.0
4202,7,4.9,1,8,22.7,Suburban,Yes,65281636.0
3063,4,2.3,3,32,12.7,Urban,Yes,48564022.0
1834,3,1.4,2,34,14.5,Suburban,Yes,28129943.0
542,1,1.0,3,5,2.4,Suburban,Yes,10551513.0
3199,6,3.6,2,39,32.2,Suburban,No,47907458.0
1336,2,1.7,2,31,14.8,Urban,No,21868250.0
3526,5,3.7,2,15,12.2,Urban,Yes,55588275.0
2600,4,2.5,3,21,3.9,Rural,Yes,40286654.0
2366,5,4.0,2,22,22.6,Urban,No,37809943.0
1155,2,2.0,3,41,30.4,Urban,Yes,18511755.0
3346,5,3.4,3,43,2.4,Urban,Yes,52395496.0
1163,2,1.0,3,36,5.9,Urban,No,19685394.0
2171,2,2.1,3,29,6.0,Rural,Yes,33585867.0
3845,6,3.9,2,4,21.5,Urban,Yes,60232999.0
4181,5,3.3,1,41,32.3,Urban,Yes,63556993.0
4456,7,4.4,2,6,15.9,Suburban,Yes,69250683.0
4332,7,4.1,3,7,12.7,Urban,Yes,68384244.0
2723,6,3.2,3,3,27.0,Urban,Yes,43348532.0
1301,1,1.0,2,42,26.2,Rural,Yes,17786381.0
3856,6,3.5,1,22,9.4,Suburban,Yes,59163758.0
3706,7,5.0,2,10,6.5,Urban,Yes,58541448.0
4461,7,4.0,3,3,13.2,Urban,No,70595714.0
3103,4,2.0,1,18,27.4,Urban,Yes,48040166.0
1066,2,1.6,1,32,24.6,Urban,No,17000318.0
2511,4,3.4,1,44,23.6,Suburban,Yes,37196694.0
2292,4,2.6,3,24,29.2,Suburban,Yes,34654858.0
3871,5,3.5,2,27,10.4,Suburban,Yes,59419646.0
2070,3,1.0,1,37,12.5,Rural,Yes,31574720.0
1814,2,1.0,1,40,2.4,Urban,Yes,28487810.0
820,1,1.0,1,12,30.5,Rural,No,11855709.0
3841,6,3.0,2,44,20.8,Suburban,No,57750944.0
3521,5,3.3,3,23,11.1,Urban,No,55131158.0
664,1,1.0,2,41,3.4,Suburban,Yes,11565808.0
2235,4,1.9,3,5,25.6,Urban,Yes,35884622.0
2418,4,2.3,3,4,26.5,Suburban,Yes,37559453.0
2377,3,1.5,3,39,23.7,Suburban,Yes,36625232.0
4175,6,4.1,1,30,7.9,Urban,No,64698201.0
1102,1,1.0,3,7,32.0,Rural,No,16474042.0
1725,2,1.7,1,40,26.6,Urban,Yes,26340938.0
1223,1,1.0,2,4,23.4,Suburban,No,19529703.0
1476,3,2.5,3,30,23.1,Urban,No,24074932.0
4128,6,3.9,1,9,31.7,Urban,Yes,64044254.0
4262,7,4.7,1,3,32.6,Urban,No,66115033.0
678,1,1.0,1,36,21.3,Rural,Yes,9292936.0
3028,5,3.3,1,38,15.2,Urban,Yes,47384843.0
1431,2,1.1,2,4,13.4,Rural,Yes,21925534.0
1270,3,1.8,3,4,28.8,Urban,Yes,22029196.0
1668,2,1.0,1,27,22.9,Suburban,Yes,25170824.0
1277,1,1.0,2,1,3.6,Urban,No,20815872.0
2460,3,1.9,3,33,5.8,Urban,Yes,38330659.0
4482,6,3.6,3,41,31.6,Rural,Yes,65870777.0
2845,3,1.6,1,33,31.1,Urban,Yes,43458387.0
3392,6,3.3,2,10,33.4,Suburban,Yes,51709023.0
2473,3,2.4,1,8,15.5,Suburban,No,38152539.0
555,3,2.0,1,30,27.7,Suburban,Yes,9445559.0
836,1,1.0,1,2,29.2,Suburban,No,12884481.0
1575,3,2.4,2,24,11.7,Rural,Yes,24567382.0
1474,1,1.0,1,20,5.9,Suburban,Yes,23096437.0
3862,6,3.2,1,33,34.9,Suburban,Yes,56959822.0
3874,6,4.4,1,9,2.0,Suburban,Yes,60477369.0
3916,4,2.3,2,34,21.3,Suburban,No,58690696.0
3050,5,3.0,2,31,23.1,Urban,Yes,48406927.0
2724,6,3.9,2,10,24.2,Suburban,Yes,43818506.0
3096,4,3.2,1,16,9.7,Urban,Yes,48219182.0
2127,3,2.0,2,2,25.5,Suburban,No,32671124.0
3180,6,3.3,2,20,8.4,Rural,Yes,48338448.0
3677,6,4.2,1,11,29.2,Rural,No,55962048.0
3551,5,3.0,3,5,8.4,Suburban,No,55612485.0
2955,3,2.9,3,25,24.7,Suburban,Yes,45155865.0
732,2,1.3,2,25,27.6,Suburban,Yes,11865543.0
3399,5,2.1,2,3,7.4,Urban,Yes,54539984.0
1966,2,1.5,3,8,9.1,Suburban,Yes,31671896.0
3474,5,4.2,2,3,27.5,Urban,No,54795120.0
2658,4,3.4,2,30,3.9,Urban,Yes,42790706.0
4024,6,4.8,2,15,7.5,Rural,No,61271847.0
1853,3,1.4,1,3,16.5,Rural,Yes,28690706.0
4225,5,3.7,3,8,32.6,Suburban,Yes,64706519.0
3877,7,4.2,1,43,20.1,Urban,No,59762513.0
1824,2,1.4,1,11,14.2,Suburban,Yes,28235538.0
2430,3,1.3,3,30,34.3,Urban,Yes,37910391.0
2625,6,3.6,2,21,16.8,Suburban,Yes,42331752.0
3574,6,3.6,2,8,15.7,Rural,Yes,54490372.0
3256,5,3.7,1,13,15.0,Urban,No,50969480.0
3908,5,3.7,1,0,11.6,Urban,Yes,61530720.0
1979,3,2.1,3,33,12.1,Urban,No,31760270.0
2519,4,1.9,2,15,24.4,Urban,Yes,39533635.0
2223,3,1.8,1,22,2.4,Urban,Yes,36544284.0
4138,6,3.5,3,6,24.2,Urban,Yes,64848543.0
1719,3,2.4,2,37,7.8,Urban,No,27973023.0
2848,4,3.2,3,9,14.1,Urban,Yes,46385298.0
980,1,1.2,2,25,6.0,Urban,Yes,16649922.0
3901,6,3.5,2,39,19.8,Suburban,Yes,59429106.0
2036,4,1.2,3,32,25.8,Urban,Yes,31726405.0
1862,2,1.0,3,27,13.1,Rural,No,27519242.0
2831,4,3.3,1,39,6.6,Urban,Yes,43874283.0
2495,3,1.7,3,7,8.7,Urban,No,40090632.0
3891,6,3.5,3,43,28.8,Urban,Yes,60110899.0
2625,4,3.4,2,25,10.1,Suburban,Yes,40951619.0
2567,5,3.9,1,18,27.3,Urban,Yes,40799709.0
919,2,1.3,1,11,12.3,Suburban,No,15321560.0
587,1,1.0,1,33,7.4,Urban,Yes,10151592.0
2094,4,2.5,1,43,25.7,Rural,Yes,31067476.0
4492,6,4.0,3,31,16.9,Urban,Yes,69872979.0
4169,6,4.7,3,1,2.1,Urban,Yes,65628277.0
3015,5,3.5,2,21,33.6,Rural,Yes,45598522.0
3023,4,3.0,2,32,6.0,Urban,No,46546172.0
2066,4,3.2,3,17,13.0,Urban,Yes,34040082.0
1210,1,1.0,2,34,14.1,Suburban,Yes,18145274.0
534,1,1.0,2,31,17.6,Urban,Yes,10341861.0
1855,2,1.2,2,3,27.7,Urban,Yes,28999396.0
1765,2,1.0,1,25,1.2,Urban,Yes,27789515.0
1266,3,1.0,1,7,32.7,Urban,No,20471608.0
1536,3,1.4,2,21,23.0,Rural,Yes,23001834.0
599,2,1.6,3,17,33.3,Suburban,No,9049828.0
2931,6,4.0,1,36,28.8,Suburban,Yes,45270517.0
4209,6,4.0,1,39,32.5,Urban,No,62985325.0
3263,5,4.2,1,20,21.4,Suburban,Yes,49832392.0
2292,3,1.3,3,24,13.1,Suburban,No,34936952.0
2181,3,1.9,2,28,16.1,Urban,Yes,34919300.0
1730,2,1.5,2,29,23.4,Rural,Yes,26061161.0
1069,1,1.0,2,28,15.5,Suburban,Yes,17217752.0
2893,4,2.6,1,35,25.9,Suburban,Yes,43613727.0
2766,4,1.8,3,44,4.1,Urban,Yes,42514511.0
529,1,1.4,1,37,29.2,Urban,Yes,9065984.0
2162,4,2.3,1,6,7.9,Suburban,No,34838958.0
1612,2,2.3,3,21,33.1,Suburban,No,25029006.0
1181,4,2.6,2,20,6.3,Urban,Yes,21360227.0
3312,5,3.8,1,22,5.4,Urban,No,51555924.0
2603,4,2.6,2,23,28.6,Suburban,Yes,39619912.0
3035,4,2.6,1,32,28.8,Urban,Yes,47468116.0
3353,7,4.3,3,18,26.1,Urban,Yes,52742772.0
4427,7,4.6,3,11,33.7,Suburban,Yes,67465571.0
3711,6,4.1,1,20,10.2,Urban,Yes,58887248.0
2981,4,2.2,2,38,29.1,Urban,Yes,45544278.0
